,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
9551,2668,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9552,9715,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9553,659,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9554,9716,332,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
9555,9717,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9556,9718,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
9557,9720,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9558,9721,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9559,9722,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
9560,9723,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9561,9724,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9562,9725,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9563,9726,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9564,9727,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9565,9729,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
9566,9730,327,HighSeason,[0-1],Nonref,[0-160],[2-2],False
9567,9731,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9568,9732,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
9569,9733,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9570,3929,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9571,9734,216,HighSeason,[2-3],Standard,[260-360],[5-inf],False
9572,9735,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9573,9736,20,OffSeason,[2-3],Standard,[160-260],[5-inf],False
9574,9737,298,LowSeason,[2-3],Nonref,[0-160],[2-2],True
9575,9738,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9576,9739,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9577,9740,226,HighSeason,[2-3],Standard,[260-360],[3-4],True
9578,9741,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9579,9742,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
9580,9743,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9581,9744,207,HighSeason,[2-3],Standard,[260-360],[5-inf],True
9582,9745,338,HighSeason,[2-3],Nonref,[260-360],[3-4],False
9583,9746,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9584,9747,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9585,9748,356,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
9586,5299,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9587,9749,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
9588,9750,355,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9589,9751,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9590,9752,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9591,9324,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9592,9753,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9593,9754,111,OffSeason,[4-7],Nonref,[260-360],[3-4],True
9594,9755,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
9595,9756,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9596,9656,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9597,9757,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
9598,9758,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9599,9759,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9600,9760,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9601,9761,207,HighSeason,[2-3],Standard,[260-360],[5-inf],True
9602,9762,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9603,9763,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9604,9764,66,OffSeason,[2-3],Standard,[0-160],[2-2],True
9605,9765,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9606,9766,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
9607,9767,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
9608,9768,226,HighSeason,[2-3],Standard,[260-360],[3-4],True
9609,9670,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9610,9769,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9611,9770,304,LowSeason,[4-7],Nonref,[0-160],[2-2],True
9612,9771,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9613,3362,381,HighSeason,[2-3],Standard,[160-260],[1-1],False
9614,9772,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9615,9773,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
9616,9774,50,HighSeason,[4-7],Standard,[160-260],[5-inf],False
9617,9775,366,HighSeason,[0-1],Standard,[160-260],[5-inf],True
9618,9776,129,OffSeason,[8-inf],Standard,[160-260],[2-2],True
9619,9777,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
9620,9777,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
9621,9778,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9622,9779,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9623,9780,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
9624,9781,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
9625,9782,229,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9626,9783,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
9627,9784,660,HighSeason,[0-1],Standard,[260-360],[3-4],False
9628,9786,355,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9629,9787,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9630,9788,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9631,9789,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9632,9790,352,HighSeason,[0-1],Standard,[160-260],[2-2],True
9633,9791,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9634,9792,229,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9635,9793,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9636,9794,235,HighSeason,[4-7],Standard,[160-260],[2-2],False
9637,9795,88,OffSeason,[2-3],Nonref,[260-360],[3-4],True
9638,9796,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9639,9797,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
9640,9798,223,OffSeason,[4-7],Standard,[0-160],[2-2],False
9641,9799,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9642,9800,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9643,9801,287,HighSeason,[4-7],Standard,[160-260],[5-inf],True
9644,8260,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9645,9802,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9646,9803,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9647,9804,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9648,9805,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9649,9806,291,HighSeason,[2-3],Standard,[160-260],[2-2],True
9650,9807,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9651,9808,191,HighSeason,[2-3],Nonref,[260-360],[3-4],True
9652,9809,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9653,9810,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9654,9811,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
9655,9812,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9656,9813,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9657,9814,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9658,9815,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9659,9816,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9660,9817,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9661,9818,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
9662,9819,215,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
9663,9820,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
9664,9821,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9665,9822,265,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
9666,9823,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
9667,9824,227,HighSeason,[4-7],Nonref,[160-260],[2-2],False
9668,9825,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9669,9826,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
9670,9827,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9671,9828,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9672,9829,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
9673,9830,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9674,9831,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
9675,9832,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9676,9833,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9677,6084,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9678,9834,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9679,9835,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9680,9836,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9681,9837,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9682,9838,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9683,9839,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9684,9840,661,LowSeason,[4-7],Nonref,[0-160],[1-1],True
9685,9841,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9686,9842,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9687,9843,295,HighSeason,[2-3],Standard,[160-260],[5-inf],False
9688,9844,100,HighSeason,[4-7],Standard,[260-360],[5-inf],True
9689,9845,356,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
9690,9696,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
9691,9846,125,HighSeason,[2-3],Standard,[160-260],[2-2],False
9692,9847,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9693,9848,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9694,9849,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9695,9851,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9696,7955,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9697,9852,229,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9698,9853,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9699,9854,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9700,9855,325,LowSeason,[2-3],Nonref,[160-260],[1-1],True
9701,9856,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9702,9857,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9703,9858,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
9704,9859,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
9705,9860,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9706,9861,332,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
9707,9862,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9708,9863,287,HighSeason,[4-7],Standard,[160-260],[5-inf],True
9709,9864,214,HighSeason,[2-3],Standard,[160-260],[5-inf],True
9710,9865,50,HighSeason,[4-7],Standard,[160-260],[5-inf],False
9711,9866,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9712,9867,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
9713,9868,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9714,9869,378,HighSeason,[2-3],Nonref,[260-360],[2-2],False
9715,9853,365,HighSeason,[0-1],Nonref,[160-260],[1-1],False
9716,7099,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9717,9871,73,LowSeason,[4-7],Standard,[160-260],[3-4],False
9718,9872,403,LowSeason,[0-1],Nonref,[160-260],[5-inf],True
9719,9873,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9720,9874,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9721,9875,214,HighSeason,[2-3],Standard,[160-260],[5-inf],True
9722,9876,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9723,9877,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9724,9878,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9725,9879,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9726,9880,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9727,9881,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9728,9882,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
9729,9883,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9730,9884,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9731,9885,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9732,9828,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9733,9886,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9734,9887,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9735,9888,355,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9736,9889,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9737,9890,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9738,8160,344,HighSeason,[0-1],Standard,[160-260],[2-2],False
9739,9891,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9740,9892,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9741,9893,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9742,9895,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9743,9896,381,HighSeason,[2-3],Standard,[160-260],[1-1],False
9744,9897,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9745,9899,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9746,9900,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9747,9901,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9748,9902,125,HighSeason,[2-3],Standard,[160-260],[2-2],False
9749,9903,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
9750,6774,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9751,9904,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9752,9905,143,HighSeason,[4-7],Standard,[260-360],[3-4],True
9753,9906,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9754,9907,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9755,9908,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
9756,9909,338,HighSeason,[2-3],Nonref,[260-360],[3-4],False
9757,9910,327,HighSeason,[0-1],Nonref,[0-160],[2-2],False
9758,9911,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9759,9912,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9760,9913,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9761,9914,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
9762,9915,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9763,9916,365,HighSeason,[0-1],Nonref,[160-260],[1-1],False
9764,9917,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9765,9918,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9766,9919,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9767,9920,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9768,9921,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9769,8396,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9770,9922,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9771,9924,241,LowSeason,[4-7],Standard,[260-360],[3-4],True
9772,9925,339,HighSeason,[0-1],Nonref,[160-260],[2-2],True
9773,9926,344,HighSeason,[0-1],Standard,[160-260],[2-2],False
9774,9927,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9775,9928,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9776,9929,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9777,9930,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9778,9931,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9779,6053,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
9780,9932,165,OffSeason,[2-3],Standard,[260-360],[2-2],False
9781,9934,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9782,9935,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
9783,9936,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9784,9759,281,HighSeason,[0-1],Standard,[160-260],[3-4],False
9785,9937,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9786,9938,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9787,9939,367,HighSeason,[2-3],Standard,[0-160],[2-2],False
9788,9940,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9789,9941,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9790,9943,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9791,9944,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9792,9945,290,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
9793,9946,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9794,9947,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9795,9948,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9796,9949,368,HighSeason,[0-1],Standard,[160-260],[5-inf],False
9797,9950,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9798,4617,348,HighSeason,[0-1],Standard,[160-260],[3-4],True
9799,9951,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
9800,9952,254,LowSeason,[2-3],Nonref,[260-360],[3-4],False
9801,9953,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
9802,9954,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9803,9955,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9804,9956,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9805,9957,227,HighSeason,[4-7],Nonref,[160-260],[2-2],False
9806,9959,355,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9807,9960,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9808,9961,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9809,9962,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9810,9963,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9811,9964,343,LowSeason,[8-inf],Standard,[160-260],[3-4],False
9812,9965,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9813,9966,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
9814,9967,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
9815,9652,342,HighSeason,[2-3],Standard,[0-160],[1-1],False
9816,9968,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
9817,9969,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
9818,5693,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9819,9970,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
9820,9971,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
9821,9972,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
9822,9973,179,LowSeason,[2-3],Standard,[260-360],[5-inf],False
9823,9974,217,HighSeason,[4-7],Standard,[160-260],[3-4],False
9824,9975,662,HighSeason,[0-1],Standard,[260-360],[3-4],True
9825,9976,125,HighSeason,[2-3],Standard,[160-260],[2-2],False
9826,9977,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9827,9978,355,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9828,9979,386,OffSeason,[4-7],Standard,[260-360],[2-2],True
9829,9980,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9830,9982,283,OffSeason,[0-1],Nonref,[160-260],[3-4],True
9831,9983,336,HighSeason,[0-1],Nonref,[160-260],[3-4],True
9832,9984,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9833,9985,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
9834,9986,659,LowSeason,[8-inf],Nonref,[160-260],[2-2],True
9835,9987,79,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9836,9988,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9837,9990,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
9838,9991,662,HighSeason,[0-1],Standard,[260-360],[3-4],True
9839,9992,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
9840,9993,264,HighSeason,[4-7],Standard,[260-360],[3-4],False
9841,9994,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
9842,9995,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
9843,9996,125,HighSeason,[2-3],Standard,[160-260],[2-2],False
9844,9997,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
9845,9998,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9846,9999,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9847,10000,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9848,10001,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9849,10002,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
9850,10003,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9851,10004,339,HighSeason,[0-1],Nonref,[160-260],[2-2],True
9852,10005,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9853,10006,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9854,10007,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9855,10008,92,LowSeason,[4-7],Nonref,[260-360],[3-4],True
9856,9884,345,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9857,10009,339,HighSeason,[0-1],Nonref,[160-260],[2-2],True
9858,10010,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9859,10011,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9860,10012,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9861,10013,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9862,10014,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
9863,10015,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9864,10016,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9865,10018,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9866,10019,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9867,10020,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
9868,10021,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9869,10022,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
9870,10023,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9871,10024,658,HighSeason,[0-1],Standard,[160-260],[1-1],True
9872,10025,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9873,10026,338,HighSeason,[2-3],Nonref,[260-360],[3-4],False
9874,10027,338,HighSeason,[2-3],Nonref,[260-360],[3-4],False
9875,10028,229,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9876,10029,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9877,10030,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
9878,10031,282,HighSeason,[8-inf],Standard,[160-260],[3-4],True
9879,10032,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9880,10033,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9881,10034,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9882,10035,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9883,10036,95,HighSeason,[2-3],Nonref,[0-160],[2-2],True
9884,10037,177,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9885,10038,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9886,10039,87,LowSeason,[4-7],Standard,[0-160],[2-2],True
9887,10040,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9888,10041,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9889,10042,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9890,10043,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9891,10044,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9892,10045,96,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
9893,10046,82,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
9894,10047,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
9895,10048,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9896,10049,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9897,10050,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9898,10051,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9899,10052,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
9900,10053,163,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9901,10054,325,LowSeason,[2-3],Nonref,[160-260],[1-1],True
9902,10055,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9903,10056,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
9904,10057,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
9905,10058,327,HighSeason,[0-1],Nonref,[0-160],[2-2],False
9906,10059,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
9907,10060,219,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9908,10061,323,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
9909,10062,663,HighSeason,[4-7],Nonref,[260-360],[1-1],True
9910,10063,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
9911,10064,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
9912,10065,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9913,10066,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
9914,10067,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9915,10068,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
9916,10069,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
9917,10070,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
9918,10071,89,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9919,10072,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
9920,10073,229,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9921,1635,304,LowSeason,[4-7],Nonref,[0-160],[2-2],True
9922,10074,66,OffSeason,[2-3],Standard,[0-160],[2-2],True
9923,10075,84,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9924,10076,296,LowSeason,[4-7],Standard,[260-360],[3-4],False
9925,10077,344,HighSeason,[0-1],Standard,[160-260],[2-2],False
9926,10078,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
9927,10079,125,HighSeason,[2-3],Standard,[160-260],[2-2],False
9928,10080,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9929,10081,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9930,10082,241,LowSeason,[4-7],Standard,[260-360],[3-4],True
9931,10083,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
9932,10084,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
9933,10085,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
9934,10086,259,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9935,10087,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
9936,10088,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9937,10090,204,OffSeason,[2-3],Nonref,[260-360],[2-2],True
9938,10091,312,LowSeason,[0-1],Nonref,[160-260],[2-2],True
9939,10092,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
9940,10093,418,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
